,country_code,company,name,postcode,city,street,state,block,commissioned_original,commissioned,retrofit,shutdown,status,fuel,technology,type,eeg,chp,capacity,capacity_uba,chp_capacity_uba,merge_comment,efficiency_data,efficiency_estimate,efficiency_source,network_node,voltage,network_operator,name_uba,lat,lon,comment
BNA0396,DE,ThyssenKrupp Steel Europe AG,Duisburg Hamborn 4,47166,Hamborn,,Nordrhein-Westfalen,Block 4,1976,1976.0,,,operating,other_non_renewable,ST,CHP,no,yes,100.0,108.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Anschluss im Werksnetz,110,ThyssenKrupp Steel Europe AG,Duisburg-Hamborn 4,51.49100000000001,6.7274899999999995,
BNA0397,DE,ThyssenKrupp Steel Europe AG,Duisburg Hamborn 5,47166,Hamborn,,Nordrhein-Westfalen,Block 5,2003,2003.0,,,operating,other_non_renewable,CC,CHP,no,yes,225.0,240.7,150.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Anschluss im Werksnetz,110,ThyssenKrupp Steel Europe AG,Duisburg-Hamborn 5,51.500603000000005,6.730319000000001,
BNA0398,DE,MVR Müllverwertung Rugenberger Damm GmbH & Co. KG,MVR Müllverwertung Rugenberger Damm GmbH & Co. KG,21129,Hamburg,Rugenberger Damm 1,Hamburg,,1999,1999.0,,,operating,waste,ST,,no,yes,24.0,,,,,0.33,,UW Neuhof,25,Stromnetz Hamburg GmbH,,53.52088514,9.934773445,
BNA0399,DE,MVB Müllverwertung Borsigstraße GmbH,Müllverwertung Borsigstraße MVB,22113,Hamburg,Borsigstraße 3,Hamburg,,2005,2005.0,,,operating,biomass,ST,,yes,yes,20.0,,,,,0.38,,Billbrook  KS 80121 und Horn  KS 80128 ,110,Stromnetz Hamburg GmbH,,53.53188044,10.07459164,
BNA0400,DE,Vattenfall Europe Wärme Aktiengesellschaft,GuD Tiefstack,22113,Hamburg,Andreas-Meyer-Straße 8,Hamburg,GuD Tiefstack,2009,2009.0,,,operating,gas,CC,CHP,no,yes,127.0,142.0,170.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.5804999999999989,,Tiefstack,110,Stromnetz Hamburg GmbH,Hamburg-Tiefstack GuD,53.52672755,10.06583691,
BNA0401,DE,ADM Hamburg Aktiengesellschaft,Heizkraftwerk,21107,Hamburg,Nippoldstr. 117,Hamburg,HKW,1992,1992.0,,,operating,gas,ST,,no,yes,22.5,,,,,0.3762000000000003,,Nr. 147190,25,Stromnetz Hamburg GmbH,,53.517683999999996,9.950792999999999,
BNA0402,DE,Vattenfall Europe Wärme Aktiengesellschaft,Tiefstack,22113,Hamburg,Andreas-Meyer-Straße 8,Hamburg,Tiefstack,1993,1993.0,,,operating,coal,ST,CHP,no,yes,194.0,205.0,785.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.40749999999999975,,Tiefstack,110,Stromnetz Hamburg GmbH,Hamburg-Tiefstack HKW,53.52616631,10.06317616,
BNA0403,DE,Vattenfall Europe Wärme AG,Wedel,22880,Wedel,Tinsdaler Weg 146,Schleswig-Holstein,Wedel 2,1962,1962.0,1987.0,,operating,coal,ST,CHP,no,yes,123.0,138.7,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.36,0.39250000000000007,http://www.abendblatt.de/hamburg/article108154203/Naturschuetzer-sorgen-fuer-hoehere-Umweltbelastung.html,Wedel,110,Stromnetz Hamburg GmbH,Wedel 2,53.56695702,9.724445343,
BNA0404,DE,Vattenfall Europe Wärme AG,Wedel,22880,Wedel,Tinsdaler Weg 146,Schleswig-Holstein,Wedel 1,1961,1961.0,1987.0,,operating,coal,ST,CHP,no,yes,137.0,151.0,423.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.36,0.39250000000000007,http://www.abendblatt.de/hamburg/article108154203/Naturschuetzer-sorgen-fuer-hoehere-Umweltbelastung.html,Wedel,110,Stromnetz Hamburg GmbH,Wedel 1,53.56695702,9.724445343,
BNA0407,DE,Enertec Hameln GmbH,Enertec Hameln,31789,Hameln,,Niedersachsen,"Linien 1,3,4",1912,1912.0,,,operating,waste,ST,,no,yes,14.7,,,,,0.33,,UW Afferde,110,Westfalen Weser Netz GmbH,,52.09875,9.38821,
BNA0408,DE,Enertec Hameln GmbH,Enertec Hameln,31789,Hameln,,Niedersachsen,Block 7,2002,2002.0,,,operating,biomass,ST,,yes,no,16.8,,,,,0.38,,UW Afferde,30,Westfalen Weser Netz GmbH,,52.09875,9.38821,
BNA0410,DE,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,Trianel Gaskraftwerk ,59071,Hamm,Trianelstraße 1,Nordrhein-Westfalen,Block 10,2008,2008.0,,,operating,gas,CC,,no,no,417.1,425.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.5770000000000001,0.5759999999999987,http://www.bwk-bund.de/fileadmin/Dokumente/Veranstaltungen/Kongresse/2011/FF-2-Schoepfer-Wasserkraft.pdf,SA Geithe,380,Amprion GmbH,Hamm-Uentrop 10,51.67395,7.92915,
BNA0411,DE,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,Trianel Gaskraftwerk ,59071,Hamm,Trianelstraße 1,Nordrhein-Westfalen,Block 20,2008,2008.0,,,operating,gas,CC,,no,no,420.9,425.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.5770000000000001,0.5759999999999987,http://www.bwk-bund.de/fileadmin/Dokumente/Veranstaltungen/Kongresse/2011/FF-2-Schoepfer-Wasserkraft.pdf,SA Geithe,380,Amprion GmbH,Hamm-Uentrop 20,51.67395,7.92915,
BNA0413a,DE,RWE Generation SE,Westfalen,59071,Hamm-Uentrop,,Nordrhein-Westfalen,C,1969,1969.0,,,operating,coal,ST,,no,no,284.0,305.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.34750000000000014,,Lippborg,110,Westnetz GmbH,Westfalen C (Hamm-Uentrop),51.680278,7.969722,
BNA0413b,DE,RWE Generation SE,Westfalen,59071,Hamm-Uentrop,,Nordrhein-Westfalen,D,2014,2014.0,,,special_case,coal,ST,,no,no,765.0,,,,0.46,0.45999999999999996,http://www.rwe.com/web/cms/de/1770974/rwe-generation-se/standorte/deutschland/kw-westfalen/,Uentrop,380,Amprion GmbH,,51.680278,7.969722,
BNA0413c,DE,RWE Generation SE,Westfalen,59071,Hamm-Uentrop,,Nordrhein-Westfalen,E,2014,2014.0,,,operating,coal,ST,,no,no,765.0,820.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.46,0.45999999999999996,http://www.rwe.com/web/cms/de/1770974/rwe-generation-se/standorte/deutschland/kw-westfalen/,Uentrop,380,Amprion GmbH,Westfalen E (Hamm-Uentrop),51.680278,7.969722,
BNA0414,DE,RWE Generation SE,Westfalen,59071,Hamm-Uentrop,,Nordrhein-Westfalen,A,1963,1963.0,,2011.0,shutdown,coal,ST,,no,no,152.0,,,,,0.3324999999999996,,Lippborg,110,Westnetz GmbH,,51.677820000000004,7.9742,
BNA0415,DE,RWE Generation SE,Westfalen,59071,Hamm-Uentrop,,Nordrhein-Westfalen,B,1963,1963.0,,2011.0,shutdown,coal,ST,,no,no,152.0,,,,,0.3324999999999996,,Lippborg,110,Westnetz GmbH,,51.677820000000004,7.9742,
BNA0417,DE,EEW Energy from Waste Hannover GmbH,EEW Energy from Waste Hannover GmbH,30659,Hannover,,Niedersachsen,Hannover,2005,2005.0,,,operating,waste,ST,,no,no,22.5,,,,,0.33,,"Umspannwerk Hannover, Leitung 121, Feld E17",110,Avacon AG,,52.41178,9.85297,
BNA0418,DE,Stadtwerke Hannover AG,GKL,30169,Hannover,,Niedersachsen,GKL,1998 / 2013,2013.0,2013.0,,operating,gas,CC,,no,yes,230.0,255.0,185.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.55,0.5984999999999978,http://www.enercity.de/infothek/downloads/broschueren/anlagen/hkw-linden-langinfo.pdf,UW-Linden,110,enercity Netzgesellschaft mbH ,Hannover-Linden,52.372917,9.714194,
BNA0419,DE,Stadtwerke Hannover AG,KWH,30419,Hannover,,Niedersachsen,B,1975,1975.0,,,operating,gas,ST,CHP,no,yes,102.0,120.0,280.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.38,0.3575000000000004,http://www.enercity.de/infothek/downloads/broschueren/anlagen/kraftwerk-herrenhausen.pdf,UW-Leinhausen,110,enercity Netzgesellschaft mbH ,Hannover-Herrenhausen,52.42,9.648611,
BNA0420,DE,Stadtwerke Hannover AG,GKH,30419,Hannover,,Niedersachsen,Block1,1989,1989.0,,,operating,coal,ST,CHP,no,yes,136.0,150.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.39749999999999996,,UW-Stöcken,110,enercity Netzgesellschaft mbH ,Hannover-Stöcken,52.42,9.648611,
BNA0421,DE,Stadtwerke Hannover AG,GKH,30419,Hannover,,Niedersachsen,Block2,1989,1989.0,,,operating,coal,ST,CHP,no,yes,136.0,150.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.39749999999999996,,UW-Stöcken,110,enercity Netzgesellschaft mbH ,Hannover-Stöcken,52.42,9.648611,
BNA0422,DE,E.ON Kraftwerke GmbH,Happurg,91230,Happurg,Haupstraße 26,Bayern,Happurg,1958,1958.0,,,special_case,pumped_storage,PSP,,no,no,160.0,162.1,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Schaltanlage vor Ort,110,Bayernwerk AG,Happurg 1 bis 4 / Pegnitz,49.487120000000004,11.474789999999999,
BNA0426,DE,Schluchseewerk Aktiengesellschaft,Häusern,79837,Häusern,Schwarzabruck 2,Baden-Württemberg,Häusern,1931,1931.0,1948.0,,operating,pumped_storage,PSP,,no,no,100.0,145.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Tiengen / Gurtweil,110,Amprion / Transnet BW,Häusern 1 bis 4,47.75459,8.18787,
BNA0427,DE,Peissenberger Kraftwerksgesellschaft mbH Kraftwerk Hausham,Kraftwerk Hausham,83734,Hausham,,Bayern,GT 1,1982,1982.0,,,operating,oil,GT,,no,no,23.2,26.750000000000004,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3331999999999997,,UW Hausham,110,Bayernwerk AG,Hausham GT 1 bis 4,47.752396000000005,11.839802,
BNA0428,DE,Peissenberger Kraftwerksgesellschaft mbH Kraftwerk Hausham,Kraftwerk Hausham,83734,Hausham,,Bayern,GT 2,1982,1982.0,,,operating,oil,GT,,no,no,23.2,26.750000000000004,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3331999999999997,,UW Hausham,110,Bayernwerk AG,Hausham GT 1 bis 4,47.752396000000005,11.839802,
BNA0429,DE,Peissenberger Kraftwerksgesellschaft mbH Kraftwerk Hausham,Kraftwerk Hausham,83734,Hausham,,Bayern,GT 3,1982,1982.0,,,operating,oil,GT,,no,no,23.2,26.750000000000004,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3331999999999997,,UW Hausham,110,Bayernwerk AG,Hausham GT 1 bis 4,47.752396000000005,11.839802,
BNA0430,DE,Peissenberger Kraftwerksgesellschaft mbH Kraftwerk Hausham,Kraftwerk Hausham,83734,Hausham,,Bayern,GT 4,1982,1982.0,,,operating,oil,GT,,no,no,23.2,26.750000000000004,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3331999999999997,,UW Hausham,110,Bayernwerk AG,Hausham GT 1 bis 4,47.752396000000005,11.839802,
BNA0432,DE,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Heilbronn,74076,Heilbronn,Lichtenbergerstraße 23,Baden-Württemberg,HLB 5,1965,1965.0,2010.0,,reserve,coal,ST,,no,yes,125.0,125.0,28.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4500000000000002,,Heilbronn,110,Netze BW GmbH,Heilbronn 5,49.177334,9.206318,
BNA0433,DE,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Heilbronn,74076,Heilbronn,Lichtenbergerstraße 23,Baden-Württemberg,HLB 6,1966,1966.0,2010.0,,reserve,coal,ST,,no,yes,125.0,125.0,28.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4500000000000002,,Heilbronn,110,Netze BW GmbH,Heilbronn 6,49.177334,9.206318,
BNA0434,DE,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Heilbronn,74076,Heilbronn,Lichtenbergerstraße 23,Baden-Württemberg,HLB 7,1985,1985.0,2009.0,,operating,coal,ST,CHP,no,yes,778.0,816.0,550.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4474999999999998,,Großgartach,380,Transnet BW GmbH,Heilbronn 7,49.177334,9.206318,
BNA0435,DE,,,16909,Heiligengrabe,,Brandenburg,,2002,2002.0,,,operating,biomass,ST,,yes,,19.7,,,,,0.38,,,HS,E.DIS AG,,53.15113,12.37706,
BNA0438,DE,EEW Energy from Waste Helmstedt GmbH,TRV Buschhaus,38350,Helmstedt,,Niedersachsen,Linie 1-3,1998,1998.0,,,operating,waste,ST,,no,no,37.5,,,,,0.33,,"Umspannwerk Helmstedt, Leitung 121, Feld E17",110,Avacon AG,,52.17138,10.97637,
BNA0439,DE,Helmstedter Revier GmbH,Buschhaus,38350,Helmstedt,,Niedersachsen,D,1985,1985.0,,,operating,lignite,ST,,no,no,352.0,405.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.36,0.363999999999999,http://stefanschroeter.com/669-mibrag-expandiert-ins-helmstedter-revier.html#.VkNVIiuriHs,Helmstedt,380,TenneT TSO GmbH ,Buschhaus (Helmstedt),52.17237156,10.97682873,
BNA0442,DE,Mark-E AG / Statkraft Markets GmbH,Cuno Heizkraftwerk Herdecke,58313,Herdecke,,Nordrhein-Westfalen,H6,2007,2007.0,,,special_case,gas,CC,,no,no,417.0,424.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.59,0.5714999999999986,http://www.mark-e.de/Home/Privatkunden/Mark-E/Erzeugung/Regionale-Erzeugung.aspx,U 106 und U 107,110,Enervie AssetNetWork GmbH ,Herdecke H3 (Cuno),51.40313,7.4155,
BNA0443,DE,RWE Power AG,Koepchenwerk,58313,Herdecke,,Nordrhein-Westfalen,Koepchenwerk,1989,1989.0,1989.0,,operating,pumped_storage,PSP,,no,no,153.0,153.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.75,,http://www.rwe.com/web/cms/de/2720904/g=2760602/rwe-generation-se/standorte/deutschland/psw-herdecke/,Garenfeld,220,Amprion GmbH,Koepchenwerk / Ruhr,51.41048,7.453139999999999,
BNA0444,DE,K+S AG,Wintershall,36266,Heringen,,Hessen,Wintershall,1967,1967.0,,,operating,gas,CC,IPP,no,yes,109.5,110.0,299.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.39149999999999885,,UW Phillippsthal,110,Avacon AG,Wintershall,50.894009999999994,9.99724,
BNA0447,DE,Steag GmbH,KW Herne,44653,Herne,Hertener Str. 16,Nordrhein-Westfalen,Herne 2,1963,1963.0,,2014.0,shutdown,coal,ST,,no,no,133.0,,,,,0.3324999999999996,,220 kV Schaltanlage Eiberg,220,Amprion GmbH,,51.550753,7.187481,
BNA0448,DE,E.ON Kraftwerke GmbH,Shamrock,44652,Herne,,Nordrhein-Westfalen,,1957,1957.0,,2013.0,shutdown,coal,ST,,no,yes,132.0,,,,,0.3174999999999999,,Gelsenkirchen,110,Amprion GmbH,,51.52849121,7.17779686,
BNA0449,DE,Steag GmbH,KW Herne,44654,Herne,Hertener Str. 16,Nordrhein-Westfalen,Herne 3,1966,1966.0,1989.0,,operating,coal,ST,CHP,no,yes,280.0,310.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.3,0.39749999999999996,http://www.rewag.de/fileadmin/news_archiv/pages/aktuell/newsdetail03ea.html?id=167/,220 kV Schaltanlage Eiberg,220,Amprion GmbH,Herne 3,51.550753,7.187481,
BNA0450,DE,Steag GmbH,KW Herne,44655,Herne,Hertener Str. 16,Nordrhein-Westfalen,Herne 4,1989,1989.0,2013.0,,operating,coal,ST,CHP,no,yes,449.0,500.0,550.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.4,0.4574999999999996,http://www.gvst.de/dokumente/fachbeitraege/GVSt-Jahresveranstaltung%202010_4.pdf,220 kV Schaltanlage Bochum,220,Amprion GmbH,Herne 4,51.550753,7.187481,
BNA0464,DE,Stadtwerke Hannover AG,KWM,31249,Hohenhameln OT Mehrum,,Niedersachsen,Block3,1979,1979.0,2003.0,,operating,coal,ST,,no,no,690.0,750.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4325000000000001,,UW-Mehrum,220,TenneT TSO GmbH ,Mehrum 3 (C),52.3150224,10.09141738,
BNA0465,DE,Vattenfall Europe Generation AG,Hohenwarte 1,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,PSS A,1959,1959.0,,,operating,pumped_storage,PSP,,no,no,59.8,,,,,,,Remptendorf,110,"TEN Thüringer 
Energienetze GmbH",,50.61433423,11.49212837,
BNA0466,DE,Vattenfall Europe Generation AG,Hohenwarte 1,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,PSS B,1959,1959.0,,,operating,pumped_storage,PSP,,no,no,,,,,,,,Remptendorf,110,"TEN Thüringer 
Energienetze GmbH",,50.61433423,11.49212837,
BNA0467,DE,Vattenfall Europe Generation AG,Hohenwarte 2,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,PSS A,1966,1966.0,,,operating,pumped_storage,PSP,,no,no,317.8,320.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,Remptendorf,220,50 Hertz Transmission GmbH,Hohenwarte II  A bis H,50.60384898,11.47517681,
BNA0468,DE,Vattenfall Europe Generation AG,Hohenwarte 2,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,PSS B,1966,1966.0,,,operating,pumped_storage,PSP,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,Remptendorf,220,50 Hertz Transmission GmbH,Hohenwarte II  A bis H,50.60384898,11.47517681,
BNA0469,DE,Vattenfall Europe Generation AG,Hohenwarte 2,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,PSS C,1966,1966.0,,,operating,pumped_storage,PSP,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,Remptendorf,220,50 Hertz Transmission GmbH,Hohenwarte II  A bis H,50.60384898,11.47517681,
BNA0470,DE,Vattenfall Europe Generation AG,Hohenwarte 2,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,PSS D,1966,1966.0,,,operating,pumped_storage,PSP,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,Remptendorf,220,50 Hertz Transmission GmbH,Hohenwarte II  A bis H,50.60384898,11.47517681,
BNA0471,DE,Vattenfall Europe Generation AG,Hohenwarte 2,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,PSS E,1966,1966.0,,,operating,pumped_storage,PSP,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,Remptendorf,220,50 Hertz Transmission GmbH,Hohenwarte II  A bis H,50.60384898,11.47517681,
BNA0472,DE,Vattenfall Europe Generation AG,Hohenwarte 2,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,PSS F,1966,1966.0,,,operating,pumped_storage,PSP,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,Remptendorf,220,50 Hertz Transmission GmbH,Hohenwarte II  A bis H,50.60384898,11.47517681,
BNA0473,DE,Vattenfall Europe Generation AG,Hohenwarte 2,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,PSS G,1966,1966.0,,,operating,pumped_storage,PSP,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,Remptendorf,220,50 Hertz Transmission GmbH,Hohenwarte II  A bis H,50.60384898,11.47517681,
BNA0474,DE,Vattenfall Europe Generation AG,Hohenwarte 2,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,PSS H,1966,1966.0,,,operating,pumped_storage,PSP,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,Remptendorf,220,50 Hertz Transmission GmbH,Hohenwarte II  A bis H,50.60384898,11.47517681,
BNA0483,DE,GHP Glunz  Holzwerkstoffproduktion GmbH,,32805,Horn-Bad Meinberg,,Nordrhein-Westfalen,,2000,2000.0,,,operating,biomass,ST,,yes,,19.9,,,,,0.38,,,HS/MS,Westfalen Weser Netz GmbH,,51.88476,8.9567,
BNA0485,DE,Hüttenwerke Krupp Mannesmann GmbH,Huckingen,47259,Duisburg-Huckingen,,Nordrhein-Westfalen,A,1975,1975.0,2009.0,,operating,other_non_renewable,CC,,no,yes,303.0,320.0,34.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Mündelheim,220,Amprion GmbH,Huckingen A,51.36787,6.7167,
BNA0486,DE,Hüttenwerke Krupp Mannesmann GmbH,Huckingen,47259,Duisburg-Huckingen,,Nordrhein-Westfalen,B,1976,1976.0,2011.0,,operating,other_non_renewable,CC,,no,yes,303.0,320.0,34.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Mündelheim,220,Amprion GmbH,Huckingen B,51.36787,6.7167,
BNA0489,DE,RWE Power AG,Goldenberg,50354,Hürth,,Nordrhein-Westfalen,E,1992,1992.0,,2015.0,shutdown,lignite,ST,,no,yes,66.0,,,,,0.3807999999999989,,Knapsack,110,Westnetz GmbH,,50.8608,6.8402,
BNA0490a,DE,RWE Power AG,Goldenberg,50354,Hürth,,Nordrhein-Westfalen,F,1993,1993.0,,,special_case,lignite,ST,,no,yes,40.0,,,,,0.38319999999999954,,Knapsack,110,Westnetz GmbH,,50.8608,6.8402,
BNA0490b,DE,RWE Power AG,Goldenberg,50354,Hürth,,Nordrhein-Westfalen,F,1993,1993.0,,2015.0,shutdown,lignite,ST,,no,yes,45.0,,,,,0.38319999999999954,,Knapsack,110,Westnetz GmbH,,50.8608,6.8402,
BNA0491,DE,RWE Power AG,Ville/Berrenrath,50354,Hürth,,Nordrhein-Westfalen,Ville/Berrenrath,1991,1991.0,,,operating,lignite,ST,,no,yes,52.0,107.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.3783999999999992,,Berrenrath,110,Westnetz GmbH,Ville / Berrenrath (Hürth),50.86138,6.840660000000001,
BNA0492,DE,RAG Anthrazit Ibbenbüren GmbH,RAG Anthrazit Ibbenbüren GmbH,49477,Ibbenbüren,,Nordrhein-Westfalen,EVA,1985,1985.0,,,operating,gas_mine,ST,,yes,yes,33.4,,,,,,,110kV-Anlage Bergwerk,110,Westnetz GmbH,,52.28588,7.74613,
BNA0493,DE,RWE Generation SE,Ibbenbüren,49479,Ibbenbüren,,Nordrhein-Westfalen,B,1985,1985.0,2009.0,,operating,coal,ST,,no,yes,794.0,838.0,20.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4474999999999998,,Westerkappeln,380,Amprion GmbH,Ibbenbüren,52.28881179,7.747906179,
BNA0494,DE,EnBW Energie Baden-Württemberg AG,Rheinkraftwerk Iffezheim,76473,Iffezheim,An der Staustufe 27,Baden-Württemberg,Iffezheim M1-M5,1978 / 2013,2013.0,,,operating,run_of_river,ROR,,no,no,146.0,152.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Iffezheim,110,Netze BW GmbH,Iffezheim 1-5 / Rhein,48.83135,8.112160000000001,
BNA0496,AT,TIWAG-Tiroler Wasserkraft AG,KW Imst,A-6491,Imsterberg,,Österreich,Imsterberg,1956,1956.0,,,operating,run_of_river,ROR,,no,no,89.0,,,,,,,UW Imst,110,TIWAG-Netz AG/APG bzw. Tennet,,47.212246,10.721519,
BNA0497,DE,Infraserv GmbH & Co. Höchst KG,ADS-Anlage,65926,Industriepark Höchst,,Hessen,,2012,2012.0,,,operating,gas,GT,,no,yes,96.5,105.7,126.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4111999999999991,,FWH O/W,110,Infraserv GmbH & Co. Höchst KG,Frankfurt-Hoechst C,50.09178,8.53105,
BNA0498,DE,Infraserv GmbH & Co. Höchst KG,Heizkraftwerk,A-65926,Industriepark Höchst,,Hessen,Block B,1989,1989.0,,,operating,coal,CC,CHP,no,yes,66.0,70.42894736842105,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,FWH O/W,10,Infraserv GmbH & Co. Höchst KG,Frankfurt-Hoechst A u. B,50.09178,8.53105,
BNA0499,DE,Infraserv GmbH & Co. Höchst KG,Heizkraftwerk,65926,Industriepark Höchst,,Hessen,Block A,2003,2003.0,,,operating,gas,CC,CHP,no,yes,86.0,91.77105263157894,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.5534999999999979,,FWH O/W,,Infraserv GmbH & Co. Höchst KG,Frankfurt-Hoechst A u. B,50.09178,8.53105,
BNA0500,DE,Boehringer Ingelheim Pharma GmbH & Co. KG,,55218,Ingelheim,,Rheinland-Pfalz,,2004,2004.0,,,operating,biomass,ST,,yes,,12.4,,,,,0.38,,,HS/MS,Rheinhessische Energie- und Wasserversorgungs-GmbH,,49.974392,8.044595,
