eic_p,eic_g,min_load,ramp_up,ramp_down,minimum_up_time,minimum_down_time,eff,best_source
26WIMPI-S19FCRNN,26WUFRNCOFONTE1P,0.052,0.014,-0.014,837,60,,
26WIMPI-S18PESP1,26WUPRCLCSRRPL17,0.052,0.014,-0.014,837,60,,
26WIMPI-S04SFLVM,26WUUZ-FLORI-A1X,0.2,0.015,-0.015,307,63,,
26WIMPI-S04SFLVM,26WUUSFLORIANO2R,0.2,0.015,-0.015,307,63,,
26WIMPI-S02CHTLS,26WUUCHATILLON1B,0.2,0.015,-0.015,307,63,,
26WIMPI-05798648,26WUPLZZSNGRVS1F,0.052,0.014,-0.014,837,60,,
26WIMPI-S09VSLLJ,26WUUVALLE-SEC1Z,0.491,0.007,-0.007,,,,
26WIMPI-S09S1STV,26WUUUUUSESTA11N,,,,,,,
26WIMPI-S03UAPTU,26WUUENI-S-P-A3F,0.169,0.009,-0.011,110,60,0.360,Class_derived
26WIMPI-S19MZCNF,26WUMZTZIMMARA1F,0.052,0.014,-0.014,837,60,,
26WIMPI-S03ALMVH,26WUUAEM-LOVER1N,0.2,0.015,-0.015,307,63,,
26WIMPI-S01PVVR6,26WUUPIEVE-VER1I,0.2,0.015,-0.015,307,63,,
26WIMPI-S05CNCNX,26WUUCENCENIGH1U,0.2,0.015,-0.015,307,63,,
26WIMYI-0090404B,26WUUSUGARELLA1I,,,,,,,
26WIMPI-0845770Y,26WUCTMPNTISUD10,,,,,,,
26WIMPI-S03UETNE,26WUUUUUPRUSCA1P,0.2,0.015,-0.015,307,63,,
26WIMPI-S16CNDLL,26WUUUUCANDELA1R,0.308,0.012,-0.014,152,76,0.520,OEM_derived
26WIMPI-S02CVLOR,26WUUUUCOVALOU1T,0.2,0.015,-0.015,307,63,,
26WIMPI-0138765U,26WUUUUUUPFLOR1P,,,,,,,
26WIMPI-S11CMNNL,26WUUCOMUNANZA1Q,0.2,0.015,-0.015,307,63,,
26WIMPI-S03PDNTC,26WUUPANTANO-D1H,0.211,0.014,-0.014,60,60,,
26WIMPICIMARR-2O,26WUUVALCIMARR26,0.211,0.014,-0.014,60,60,,
26WIMPI-S12BEGBN,26WUUUGUARCINO1O,,,,,,,
26WIMPI-S04MMLGH,26WUUMALGA-MAR1I,0.211,0.014,-0.014,60,60,,
26WIMPI-S02VRREO,26WUUUUUVERRES1T,0.2,0.015,-0.015,307,63,,
26WIMYI-S09TRRTB,26WUUUUTORRITE1U,0.211,0.014,-0.014,60,60,,
26WIMPI-0604331T,26WULCOPALIANI1Q,0.052,0.014,-0.014,837,60,,
26WIMPI-S09M1NT2,26WUUMONTEVERD1V,,,,,,,
26WIMPI-S01V2RZE,26WUUUUUVARZO21I,0.2,0.015,-0.015,307,63,,
26WIMPITEVERE-1I,26WUUUUUTEVERE12,0.211,0.014,-0.014,60,60,,
26WIMPI-S12CPRE9,26WUUUUCEPRANO1F,0.2,0.015,-0.015,307,63,,
26WIMPI-S06MDNU7,26WUUUUUMEDUNO2X,0.211,0.014,-0.014,60,60,,
26WIMPI-S18PESFL,26WUPSNFRNCSCO1K,0.052,0.014,-0.014,837,60,,
26WIMPI-S19MMENO,26WUMNTMLVIZZO12,0.052,0.014,-0.014,837,60,,
26WIMPI-S04BRSS7,26WUUBRESSANON1S,0.2,0.015,-0.015,307,63,,
26WIMPI-0080544Q,26WUFNMPLMENTO14,0.052,0.014,-0.014,837,60,,
26WIMPI-00998254,26WUMPNTFVSNTL1L,,,,,,,
26WIMPI-0156944S,26WUFT20DIFESA1M,0.052,0.014,-0.014,837,60,,
26WIMZI-S01GGLO0,26WUUUUUGOGLIO2L,,,,,,,
26WIMPIASS-CL-1D,26WUUS-MASS-CL10,0.078,0.015,-0.015,60,57,,
26WIMPI-S16ETS1J,26WUTRSNVNCNZO1L,0.052,0.014,-0.014,837,60,,
26WIMPI-0455820U,26WUMNTLEONE2811,0.052,0.014,-0.014,837,60,,
26WIMYI-S14IRVPB,26WUUUUROTELLO1P,0.052,0.014,-0.014,837,60,,
26WIMPI-S09RSLCK,26WUROSELECTRA1D,0.335,0.011,-0.013,77,71,0.540,OEM_derived
26WIMPI-0436939C,26WUDLCTOLICO21T,0.052,0.014,-0.014,837,60,,
26WIMPI-S03UPTVS,26WUUUPARAVISO10,0.2,0.015,-0.015,307,63,,
26WIMPI-S19GPRN3,26WUGREENPATTI1S,0.052,0.014,-0.014,837,60,,
26WIMPI-S17IAVPC,26WUUAVIGLAINO1N,0.052,0.014,-0.014,837,60,,
26WIMPI-S09LMVRE,26WUULIVORNO-M1P,0.169,0.009,-0.011,110,60,0.360,Class_derived
26WIMPI-S09LMVRE,26WUULIVORNO-M2N,0.169,0.009,-0.011,110,60,0.360,Class_derived
26WIMPI-06055366,26WULMDCLMENTE1W,0.052,0.014,-0.014,837,60,,
26WIMPI-S13A1VN5,26WUUAVENTINO11D,0.2,0.015,-0.015,307,63,,
26WIMPI-S19BCRCS,26WUUBARCA-CLE1E,0.2,0.015,-0.015,307,63,,
26WIMPI-S20GNNSN,26WUGNNSFNDIGA1A,0.052,0.014,-0.014,837,60,,
26WIMPI-S10BSTRJ,26WUUUBASTARDO2R,0.485,0.009,-0.012,151,83,0.270,Class_derived
26WIMPI-S10BSTRJ,26WUUUBASTARDO1T,0.485,0.009,-0.012,151,83,0.270,Class_derived
26WIMPI-0581139W,26WUCNTRLMNTCR7Q,0.052,0.014,-0.014,837,60,,
26WIMZI-06045760,26WUUHPRILPE0110,0.052,0.014,-0.014,837,60,,
26WIMPI-S01ARSID,26WUCNTRLBMSSS1M,,,,,,,
26WIMYI-S01CDRVB,26WUUCREVOLA-D12,0.2,0.015,-0.015,307,63,,
26WIMPI-S01LNEIG,26WUUUUUULEINI1V,0.335,0.011,-0.013,77,71,0.540,OEM_derived
26WIMPI-S20ALTNG,26WUNVLTANURRA1V,0.052,0.014,-0.014,837,60,,
26WIMPI-0693236B,26WUUUUUUUCET21O,,,,,,,
26WIMPI-S20SMLIU,26WUUUUUSMIALI2P,0.2,0.015,-0.015,307,63,,
26WIMPI-0913115D,26WURSSNI129521G,,,,,,,
26WIMPI-V09SPRN0,26WUUUSPERANDO2G,0.2,0.015,-0.015,307,63,,
26WIMPI-0606431F,26WUPNTLBANITO2K,0.052,0.014,-0.014,837,60,,
26WIMPI-S16BNRNH,,,,,,,0.360,Class_derived
26WIMPI-S01BRDN6,26WUUBARDONECC1I,0.211,0.014,-0.014,60,60,,
26WIMPI-0372206L,26WUPRCLCMNTCR1N,0.052,0.014,-0.014,837,60,,
26WIMPI-0064286E,26WUUUUBOVINO11U,0.052,0.014,-0.014,837,60,,
26WIMPI-S03ATMN1,26WUUUMAZZUNNO1E,0.2,0.015,-0.015,307,63,,
26WIMPI-S12CNTRM,26WUUUCANTERNO1W,0.211,0.014,-0.014,60,60,,
26WIMPI-S03GRLE0,26WUUUUUGEROLA15,0.211,0.014,-0.014,60,60,,
26WIMPI-S13MRNOB,26WUUUUUMORINO1F,0.2,0.015,-0.015,307,63,,
26WIMPI-S06WRTSZ,26WUWRTSLTLSPA18,,,,,,,
26WIMPI-S03SRMDD,26WUUUUSERMIDE3O,0.335,0.011,-0.013,77,71,0.520,OEM_derived
26WIMPI-S03SRMDD,26WUUUUSERMIDE4M,0.308,0.012,-0.014,152,76,0.520,OEM_derived
26WIMPI-S19ACGSY,26WUUAUGUSTA-C3I,0.169,0.009,-0.011,110,60,0.360,Class_derived
26WIMPI-S19ACGSY,26WUUAUGUSTA-C1M,0.169,0.009,-0.011,110,60,0.360,Class_derived
26WIMPI-S03BBSR5,26WUUUUGOLTARA1F,,,,,,,
26WIMPI-S03SFRNQ,26WUUZ-FIORANO1X,0.078,0.015,-0.015,60,57,,
26WIMPI-S04PMRM9,26WUUPREMESA-M16,0.2,0.015,-0.015,307,63,,
26WIMPI-S05CPRT5,26WUCNTRLADRIA2W,,,,,,,
26WIMPI-S19PEMR9,26WUPRCLCMINEO1A,0.052,0.014,-0.014,837,60,,
26WIMPI-S03VDSIQ,26WUUITAVSERIO2T,,,,,,,
26WIMPI-S13VSLLB,26WUUVILLA-S-M1D,0.2,0.015,-0.015,307,63,,
26WIMPI-S04SVLBZ,26WUUS-VALBURG1I,0.2,0.015,-0.015,307,63,,
26WIMZI-06043970,26WUMPNTLCNSHR1U,0.052,0.014,-0.014,837,60,,
26WIMPI-S18BSMSR,26WUUSTRONGOLI1G,,,,,,,
26WIMPI-S20OZRIH,26WUUUUUOZIERI1Z,0.211,0.014,-0.014,60,60,,
26WIMPI-S12CSSND,26WUUUUCASSINO1H,0.2,0.015,-0.015,307,63,,
26WIMPI-S19GCDLR,26WUUGUADALAMI1P,0.121,0.015,-0.015,60,60,,
26WIMPI-S10ETDS9,26WUUUUUUTERNI14,0.286,0.011,-0.012,69,89,0.490,OEM_derived
26WIMPI-S14MCNTI,26WUMNTECAVUTI1N,0.052,0.014,-0.014,837,60,,
26WIMPI-S14LCTU3,26WUUUUULUCITO1A,0.052,0.014,-0.014,837,60,,
26WIMPI-S16DCNNQ,26WUUUUCANDELA2P,0.052,0.014,-0.014,837,60,,
26WIMPI-0304386P,26WUMALALBERGO1L,,,,,,,
26WIMPI-S16PEOPP,26WUPRCLCRDONA16,0.052,0.014,-0.014,837,60,,
26WIMPI-0030296C,26WUCNTRLSCCO17H,,,,,,,
26WIMPI-S16CSSCB,26WUUUUURATINO1O,0.308,0.012,-0.014,152,76,0.530,emissions_15_derived
26WIMPI-0305585E,26WUVPRIODADDA1M,0.2,0.015,-0.015,307,63,,
26WIMPI-0157973G,26WUUDENITTIS319,,,,,,,
26WIMPI-S18MSLSC,26WUUUUMELISSA1D,0.052,0.014,-0.014,837,60,,
26WIMPI-S01CMPLQ,26WUCMPLCCIOLI2X,0.211,0.014,-0.014,60,60,,
26WIMPI-V20IVVPD,26WUGGSVDDLBA21K,0.052,0.014,-0.014,837,60,,
26WIMPI-08737107,26WUTRDVLLEMCI3X,,,,,,,
26WIMPI-S16MDCR2,26WUUUUUUMURGE1Y,0.052,0.014,-0.014,837,60,,
26WIMPI-S19LECDD,26WUUUULICODIA1L,0.052,0.014,-0.014,837,60,,
26WIMPI-S05CVLLF,26WUUUUCAVILLA1H,0.211,0.014,-0.014,60,60,,
26WIMPI-S05ZTGNU,26WUZGNGOPOWER1Z,,,,,,,
26WIMPI-S05ZTGNU,26WUUUS05ZTGN01R,,,,,,,
26WIMPI-S02FBRGG,26WUUUFAUBOURG15,0.2,0.015,-0.015,307,63,,
26WIMPI-0605986C,26WUTRMVLRZZTR4K,,,,,,,
26WIMPI-S09FRNLN,26WUUZARINELLO11,,,,,,,
26WIMPI-0604522M,26WUMPNTTERMO118,,,,,,,
26WIMPI-04242114,26WURTNVLCSNTS10,0.052,0.014,-0.014,837,60,,
26WIMPI-S19CVZZP,26WUCZZVLLFND116,0.052,0.014,-0.014,837,60,,
26WIMPI-0066050X,26WUTORINONORD1C,0.335,0.011,-0.013,77,71,0.540,OEM_derived
26WIMPI-S20EPYPZ,26WUSYNDLSPPRT1X,,,,,,,
26WIMPI-S18P2LZD,26WUUUPALAZZO21L,0.2,0.015,-0.015,307,63,,
26WIMPI-0650377W,26WUUUUUTARIFA1K,0.052,0.014,-0.014,837,60,,
26WIMPI-S14CTYT4,26WUCNTRLBMSSC1X,,,,,,,
26WIMPI-0604524I,26WUCOLLAUDOLR1K,,,,,,,
26WIMPI-S04CRDA9,26WUUUUCARDANO16,0.2,0.015,-0.015,307,63,,
26WIMPI-S09PEPA4,26WUPRCLCPGGLT1U,0.052,0.014,-0.014,837,60,,
26WIMPI-S05SVNRS,26WUUUUSAVINER1P,0.2,0.015,-0.015,307,63,,
26WIMPI-S01VNDI6,26WUUUUVINADIO17,0.2,0.015,-0.015,307,63,,
26WIMPI-0604525G,26WUCLLAUDOLR210,,,,,,,
26WIMPI-S05ZVEI1,26WUUUUUUZEVIO1I,0.2,0.015,-0.015,307,63,,
26WIMPI-S02MNAEP,26WUUUUUUUMAEN5A,,,,,,,
26WIMPI-S02MNAEP,26WUUUUUUUMAEN4C,,,,,,,
26WIMPI-S05PTRTZ,26WUUPORTO-TOL4S,,,,,,0.360,Class_derived
26WIMPI-S05PTRTZ,26WUUPORTO-TOL1Y,,,,,,0.360,Class_derived
26WIMPI-S05PTRTZ,26WUUPORTO-TOL2W,,,,,,0.360,Class_derived
26WIMPI-S05PTRTZ,26WUUPORTO-TOL3U,,,,,,0.360,Class_derived
26WIMPI-0770583A,26WUUUUUBUTERA1L,0.052,0.014,-0.014,837,60,,
26WIMPI-0602383K,26WUPRCLCTRRDR1U,0.052,0.014,-0.014,837,60,,
26WIMPI-S04TRBLJ,26WUUUUTORBOLE1H,0.2,0.015,-0.015,307,63,,
26WIMPI-S15F2NON,26WUUUUFOIANO21J,0.052,0.014,-0.014,837,60,,
26WIMPI-0760710Z,26WUMPNTDBLGNO1A,,,,,,,
26WIMPI-01094203,26WUVLLCSTLLWF1O,0.052,0.014,-0.014,837,60,,
26WIMPI-S05CSTM1,26WUUCASTELMAS1K,,,,,,,
26WIMPI-S06SMNRL,26WUUUSANMARCO1Q,0.052,0.014,-0.014,837,60,,
26WIMPI-S04CENRY,26WMPNTDRLTTR336,0.2,0.015,-0.015,307,63,,
26WIMPI-S20EONCO,26WUSTTNNRGSRL1T,0.169,0.009,-0.011,110,60,0.360,Class_derived
26WIMPI-S03TLMNC,26WUUUTALAMONA2I,0.2,0.015,-0.015,307,63,,
26WIMPI-S03TSRBU,26WUUTURBIGO-S17,0.2,0.015,-0.015,307,63,,
26WIMPI-S03PCSCZ,26WUUPOSCHIAVI1O,0.2,0.015,-0.015,307,63,,
26WIMPI-0358706K,26WUPRCLCLCAMO1C,0.052,0.014,-0.014,837,60,,
26WIMPI-0752122B,26WUUULATOPPA11V,0.052,0.014,-0.014,837,60,,
26WIMPI-S08ESDS9,,0.286,0.011,-0.012,69,89,0.480,Class_derived
26WIMPI-S19LAGRQ,26WULGOARANCIO1K,0.052,0.014,-0.014,837,60,,
26WIMYI-C16ETS1B,26WUTRSANCIREO1B,0.052,0.014,-0.014,837,60,,
26WIMPI-S03SBNFX,26WUUSND-BOFFA1D,,,,,,,
26WIMPI-S05CSTL3,26WUUCASTELLET16,0.2,0.015,-0.015,307,63,,
26WIMPI-S04CDCAV,26WULTGRDPWRSR13,,,,,,,
26WIMPI-0599705G,26WUPRCLCBSETO38,0.052,0.014,-0.014,837,60,,
26WIMYI-S09SCCAB,26WUCNTRLDTSTI7H,,,,,,,
26WIMPI-S09IPNT0,26WUPNTRECOGEN1Y,,,,,,,
26WIMPI-C19PCRTF,26WUCAMPOREALE1T,0.052,0.014,-0.014,837,60,,
26WIMPI-S06MTNFA,26WUUUMONFALCO20,0.479,0.009,-0.013,221,134,0.350,emissions_15_derived
26WIMPI-S06MTNFA,26WUUUMONFALCO12,0.479,0.009,-0.013,221,134,0.350,emissions_15_derived
26WIMPI-S15FVFN7,26WUFNVLFRTORE1H,0.052,0.014,-0.014,837,60,,
26WIMPI-S05PLSEK,26WUUUUUUPELOS1S,0.2,0.015,-0.015,307,63,,
26WIMPI-S15L2CDB,26WULACEDONIA21U,0.052,0.014,-0.014,837,60,,
26WIMPI-S01BRDTV,26WUUBARDONETT1A,0.2,0.015,-0.015,307,63,,
26WIMPI-S18TECTL,26WUTRMVLRZZTR2O,,,,,,,
26WIMPI-S01FDEIC,26WUUUUUUFEDIO1Q,0.2,0.015,-0.015,307,63,,
26WIMPI-S08SERM2,26WUUUUSARMATO16,0.335,0.011,-0.013,77,71,0.460,OEM_derived
26WIMPI-S16DFNT2,26WUMNTGNFAETO1X,0.052,0.014,-0.014,837,60,,
26WIMPI-S04CGLO1,26WUUUUUCOGOLO2Q,0.2,0.015,-0.015,307,63,,
26WIMZI-S11JSEI0,,0.211,0.014,-0.014,60,60,0.500,Class_derived
26WIMPI-0475318P,26WUBMSSRGNANO15,,,,,,,
26WIMPI-S19IEMMH,26WUUUUMIMIANI1N,0.052,0.014,-0.014,837,60,,
26WIMPI-ADDA2-1U,26WUUUUUUADDA21H,0.2,0.015,-0.015,307,63,,
26WIMPI-S18GRFCM,26WUGRFALCOPEG1F,0.052,0.014,-0.014,837,60,,
26WIMPI-S19PETSN,26WUTRPNSALEMI15,0.052,0.014,-0.014,837,60,,
26WIMPI-00834908,26WUPRLGRGALLO1S,,,,,,,
26WIMPI-S14ETEAI,26WUMSSRVNCLLI1V,,,,,,,
26WIMPI-S17PERR6,26WUROTONDELLA1U,0.052,0.014,-0.014,837,60,,
26WIMPI-01325337,26WUSNMRTNNPNS21,0.052,0.014,-0.014,837,60,,
26WIMPI-S15SNSVU,26WUCRCSTLFRNC19,0.052,0.014,-0.014,837,60,,
26WIMPI-00680951,26WUPRCLCSNTMN1R,0.052,0.014,-0.014,837,60,,
26WIMPI-01218085,26WUUALFONSINE1V,,,,,,,
26WIMYI-0157750B,26WUUDENITTIS21C,,,,,,,
26WIMPI-S16AMLBV,26WULBRNMZZNLL1X,0.052,0.014,-0.014,837,60,,
26WIMPI-06838070,26WUBSLCEEDENS13,0.052,0.014,-0.014,837,60,,
26WIMPI-S18RCZZW,26WUURIZZICONI2Q,0.335,0.011,-0.013,77,71,0.540,OEM_derived
26WIMPI-S18RCZZW,26WUURIZZICONI1S,0.335,0.011,-0.013,77,71,0.540,OEM_derived
26WIMPI-S05ESPRU,26WUMMZTSLRPRK1I,,,,,,,
26WIMPI-S01BTTG1,26WUUBATTIGGIO1Y,0.2,0.015,-0.015,307,63,,
26WIMPI-S03SRCOL,26WUUUUC-T-E-C1H,,,,,,,
26WIMPI-S04MSCRZ,26WUUMASOCORON1S,0.211,0.014,-0.014,60,60,,
26WIMPI-S13S2GCF,26WUUUSGIACOMO3I,0.052,0.013,-0.013,60,60,,
26WIMPI-S13MNTFR,26WUMNTFRRANTE88,0.052,0.014,-0.014,837,60,,
26WIMPI-S13MNTFR,26WUMNTFRRANTE96,0.052,0.014,-0.014,837,60,,
26WIMPI-S13MNTFR,26WUMNTFRRANTE4G,0.052,0.014,-0.014,837,60,,
26WIMPI-S13MNTFR,26WMNTFRRANTEN55,0.052,0.014,-0.014,837,60,,
26WIMPI-S09S1LVB,26WUUUUUSELVA11I,,,,,,,
26WIMPI-S13PRVVW,26WUUPROVVIDEN13,0.121,0.015,-0.015,60,60,,
26WIMPI-0179228R,26WURWNDORDONA1F,0.052,0.014,-0.014,837,60,,
26WIMPI-S06PGNTJ,26WUUPONTE-GIU1H,0.2,0.015,-0.015,307,63,,
26WIMPIVELINO-1Q,26WUNERAVELINO11,0.185,0.013,-0.013,36,37,,
26WIMPI-S01PVNTQ,26WUPNTVENTOUX3C,,,,,,,
26WIMPI-S01PVNTQ,26WUPNTVENTOUX2E,,,,,,,
26WIMPI-S01FUNS8,26WUFNESTRELLE1U,0.2,0.015,-0.015,307,63,,
26WIMPI-S16CLVCU,26WUCLVCCHCLVE1I,0.052,0.014,-0.014,837,60,,
26WIMPI-S05PMNT1,26WUUPONTE-MAL19,0.2,0.015,-0.015,307,63,,
26WIMPI-S05AZTT6,26WUUUUAZOTATI5V,0.335,0.011,-0.013,77,71,0.550,OEM_derived
26WIMPI-0456524T,26WUUUUTORRENT1T,0.2,0.015,-0.015,307,63,,
26WIMPI-0301899B,26WUNBRDIOVEST13,0.052,0.014,-0.014,837,60,,
26WIMPI-S15LCDAB,26WULCDNCRRLLO1E,0.052,0.014,-0.014,837,60,,
26WIMPI-M16FERTW,26WUMONTICELLI1H,0.052,0.014,-0.014,837,60,,
26WIMPI-S09C2RNB,26WUUUUCORNIA21N,,,,,,,
26WIMYI-S15M2TSB,26WUUUMATESE2S15,0.211,0.014,-0.014,60,60,,
26WIMPI-S03ELMLH,26WUUUUUPARONA1R,,,,,,,
26WIMPI-S19CSZZ0,26WUUUUCASUZZE1D,0.2,0.015,-0.015,307,63,,
26WIMPI-S03TVZZK,26WUUTAVAZZANO5Z,0.308,0.012,-0.014,152,76,0.520,OEM_derived
26WIMPI-S03TVZZK,26WTAVAZZANO-C64,0.335,0.011,-0.013,77,71,0.520,OEM_derived
26WIMPI-S19C2RL8,26WUCRLENTINI21F,0.052,0.014,-0.014,837,60,,
26WIMPI-C11CPDPF,26WUCPDPNTTRNT2E,0.2,0.015,-0.015,307,63,,
26WIMPI-S15CLCL1,26WUDTTCORLANO1Y,0.052,0.014,-0.014,837,60,,
26WIMYI-S04STROB,26WUUUUUUSTORO1D,0.2,0.015,-0.015,307,63,,
26WIMPI-S01CRGEA,26WUUUUUUCREGO19,0.2,0.015,-0.015,307,63,,
26WIMPI-S13MNTR3,26WUUUMONTORIO1P,0.2,0.015,-0.015,307,63,,
26WIMPI-S14ARGPA,26WUUSANNICOLA10,,,,,,,
26WIMYI-S03ARDNB,26WUUUUARDENNO1Q,0.2,0.015,-0.015,307,63,,
26WIMPI-S14SCRRH,26WUSRRCHPPONI11,0.052,0.014,-0.014,837,60,,
26WIMPI-S13TRNIP,26WUUUUUTRIANO1W,0.2,0.015,-0.015,307,63,,
26WIMPI-S06CHVLZ,26WUUCHIEVOLIS2V,0.211,0.014,-0.014,60,60,,
26WIMPI-0148771T,26WUGSANDONACI10,,,,,,,
26WIMPI-S14TERME,26WUNRGAMOLISE1H,0.308,0.012,-0.014,152,76,0.520,OEM_derived
26WIMPI-S18RTSN9,26WUUROSSANO-T3P,0.383,0.008,-0.008,474,112,0.340,OEM_derived
26WIMPI-S18RTSN9,26WUUROSSANO-T1T,0.383,0.008,-0.008,474,112,0.340,OEM_derived
26WIMPI-S19GNCHV,26WUGIUNCHETTO1P,0.052,0.014,-0.014,837,60,,
26WIMPI-S08TCNB2,26WUTECNOBORGO14,,,,,,,
26WIMPI-S15TSCNW,26WUUUTUSCIANO17,0.2,0.015,-0.015,307,63,,
26WIMPI-0692971N,26WULVTRNTTRTS1D,,,,,,,
26WIMPI-0424161U,26WUSCLSTRNLCL1Y,0.052,0.014,-0.014,837,60,,
26WIMPI-S19IEEM4,26WULTMPPSANIA1D,0.052,0.014,-0.014,837,60,,
26WIMPI-S12ACQRB,26WUUUACQUORIA15,0.2,0.015,-0.015,307,63,,
26WIMPI-0193954G,26WURSMAGGIORE1V,,,,,,,
26WIMPI-S12AOCS3,26WUUMONTEMART1K,0.169,0.009,-0.011,110,60,0.360,Class_derived
26WIMPI-S13BSSUZ,26WUUUUUUBUSSI19,0.286,0.011,-0.012,69,89,0.550,OEM_derived
26WIMPI-S04SSLSD,26WUUS-SILVEST19,0.2,0.015,-0.015,307,63,,
26WIMPI-S12MNT2M,26WUMONTALTO241V,,,,,,,
26WIMPI-S03CLGN4,26WUUUULINATE11S,,,,,,,
26WIMPI-S09VNCH0,26WUUVINCHIANA18,0.2,0.015,-0.015,307,63,,
26WIMPI-S19CDLS5,26WUCSTLDLUCIO1P,0.052,0.014,-0.014,837,60,,
26WIMPI-S03MILLT,26WUUUUMALLERO1M,0.2,0.015,-0.015,307,63,,
26WIMPI-S16IAVLQ,26WUUIVPC-ALBE1A,0.052,0.014,-0.014,837,60,,
26WIMPI-S04VNLNS,26WUUVAL-NOANA1L,0.211,0.014,-0.014,60,60,,
26WIMPI-S16MNTSK,26WUUUMONTORSI13,0.052,0.014,-0.014,837,60,,
26WIMPI-0537210F,26WUNRGLTRNTVA1X,0.052,0.014,-0.014,837,60,,
26WIMPI-0663708E,26WUCCCOLOCANE1H,0.052,0.014,-0.014,837,60,,
26WIMPI-01151835,26WUBRGSBOTINO1T,,,,,,,
26WIMPI-0604536B,26WUUASSPROVA116,,,,,,,
26WIMPI-0453181B,26WURNRPNOLICO1G,0.052,0.014,-0.014,837,60,,
26WIMPI-S09LGRSB,26WUULAGONI-RO19,,,,,,,
26WIMPI-0385721L,26WUVNTODIVINO1C,0.052,0.014,-0.014,837,60,,
26WIMPI-S14SPANO,26WUSNPTRVLLNA11,0.052,0.014,-0.014,837,60,,
26WIMPI-S09PDRND,26WUUPIAN-DELL1T,0.2,0.015,-0.015,307,63,,
26WIMPIORTICA-13,26WUUUUUORTICA1F,0.185,0.013,-0.013,36,37,,
26WIMPI-S01VRMPN,26WUUUVERAMPIO10,0.2,0.015,-0.015,307,63,,
26WIMPI-S08LPNEL,26WUUULE-PIANE1W,0.2,0.015,-0.015,307,63,,
26WIMPI-S15CPRTZ,26WUUUCAPRIATI1B,0.121,0.015,-0.015,60,60,,
26WIMPI-S01ACLS0,26WULESSANDRIA2L,,,,,,,
26WIMPI-S01ACLS0,26WULESSANDRIA1N,,,,,,,
26WIMPI-0301166H,26WUPSTICCIOLA19,0.052,0.014,-0.014,837,60,,
26WIMPI-S20CD1A0,26WUUUUUCADAU11P,0.052,0.014,-0.014,837,60,,
26WIMPI-S14CTTLZ,26WUTRRNTETONA1J,,,,,,,
26WIMPI-S15MDDND,26WUMNTDLLDFSA1K,0.052,0.014,-0.014,837,60,,
26WIMPI-S06ECLTM,26WUUUUSERVOLA2X,0.286,0.011,-0.012,69,89,0.470,Class_derived
26WIMPI-S02ZNUI3,26WUUUUUUZUINO14,0.2,0.015,-0.015,307,63,,
26WIMPI-01119710,26WUSCLDLICETO1O,0.052,0.014,-0.014,837,60,,
26WIMPI-S19ASLCO,26WULASCLAFANI1L,0.052,0.014,-0.014,837,60,,
26WIMPI-S11CPMR4,26WUCMRTPICENA60,,,,,,,
26WIMPI-S11CPMR4,26WUCMRTPICENA52,,,,,,,
26WIMPI-0679824D,26WUUUUULERENI1K,0.052,0.014,-0.014,837,60,,
26WIMPI-S14M2NTL,26WUUMONTARONE19,0.052,0.014,-0.014,837,60,,
26WIMPI-0034938F,26WUPRCLCCMSDM14,0.052,0.014,-0.014,837,60,,
26WIMPI-S01SMPYV,26WUUUSAMPEYRE1Z,0.2,0.015,-0.015,307,63,,
26WIMPI-06043589,26WUTRMLTTRCTS1D,,,,,,,
26WIMPI-06043597,26WUUTPGPROVA119,,,,,,,
26WIMPI-S20FGRLL,26WUUUUGUSPINI15,0.052,0.014,-0.014,837,60,,
26WIMPI-S12MCBL8,26WUMBLSERVICE13,,,,,,,
26WIMPI-S16MAES6,26WUPPNERGYSRL12,,,,,,,
26WIMPI-S09RNCAY,26WUUURANCIA-115,,,,,,,
26WIMPI-S14SMIP8,26WUSNMRTNNPNS13,0.052,0.014,-0.014,837,60,,
26WIMPI-S09LVNES,26WUUUUULEVANE1S,0.2,0.015,-0.015,307,63,,
26WIMPI-S03EDLO9,26WUUUUUUEDOLO19,0.057,0.014,-0.013,60,60,,
26WIMPI-0166990F,26WUUPBRNSFIR124,,,,,,,
26WIMPI-S13ALNNN,26WUUUUUALANNO1O,0.2,0.015,-0.015,307,63,,
26WIMPI-S06VRLL4,26WUUVILLA-RIN1D,0.2,0.015,-0.015,307,63,,
26WIMPI-S05APGPJ,26WUUENI-S-P-A2H,,,,,,,
26WIMPI-S19CLLA9,26WUUUUCALLARI12,0.052,0.014,-0.014,837,60,,
26WIMPI-S12SDSY8,26WUUUUUUUSORA28,,,,,,,
26WIMPI-S04GLRNJ,26WUSLDGLRENZA2M,0.211,0.014,-0.014,60,60,,
26WIMPI-S04GLRNJ,26WUSLDGLRENZA1O,0.211,0.014,-0.014,60,60,,
26WIMPI-S03LNZDP,26WUUUULANZADA1E,0.124,0.014,-0.014,60,60,,
26WIMPI-F16CRSTB,26WUFZANCIOSA11M,0.052,0.014,-0.014,837,60,,
26WIMPI-S08FRNTD,26WUUUUFARNETA1S,0.2,0.015,-0.015,307,63,,
26WIMPI-S07CNSR2,26WCNTRLDCGNR46K,,,,,,,
26WIMPI-S08CHCL6,26WUCLHRCSLGNO1U,,,,,,,
26WIMPI-P16FERT8,26WUUUUUUSPINA2C,0.052,0.014,-0.014,837,60,,
