central,empresa,grupoempresario,tipodecentral,potenciainstaladamv,caracteristicas,localidad,departamento,provincia,fuente,geom,geojson
RIO TURBIO,SPSE,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,13.313,<br>Maquina: 421 - CATERPILLAR 3512 | Tipo Generación: DIESEL | Potencia Instalada (MW): 1 | Fecha de puesta en servicio: 2009-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 425 - CATERPILLAR 3512 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.8 | Fecha de puesta en servicio: 2009-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 424 - CATERPILLAR 3512 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.8 | Fecha de puesta en servicio: 2009-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 423 - CATERPILLAR 3512 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.8 | Fecha de puesta en servicio: 2009-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 422 - CATERPILLAR 3512 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.8 | Fecha de puesta en servicio: 2009-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 429 - CATERPLLAR 3516  | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.011 | Fecha de puesta en servicio: 2010-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 434 - CATERPLLAR 3516  | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.011 | Fecha de puesta en servicio: 2010-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 428 - CATERPLLAR 3516  | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.011 | Fecha de puesta en servicio: 2010-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 430 - CATERPLLAR 3516  | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.011 | Fecha de puesta en servicio: 2010-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 431 - CATERPLLAR 3516  | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.025 | Fecha de puesta en servicio: 2010-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 433 - CATERPLLAR 3516  | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.011 | Fecha de puesta en servicio: 2010-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 435 - CATERPLLAR 3516  | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.011 | Fecha de puesta en servicio: 2010-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 427 - CATERPLLAR 3516  | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.011 | Fecha de puesta en servicio: 2010-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 432 - CATERPLLAR 3516  | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.011 | Fecha de puesta en servicio: 2010-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,GÜER AIKE,SANTA CRUZ,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E61000001E1B81785D1152C033ADA81CEEC449C0,"{""type"":""Point"",""coordinates"":[-72.27133,-51.5385166]}"
TRES LAGOS,SPSE,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.816,<br>Maquina: 114 - WILSON P-135 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 115 - WILSON P-135 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 116 - CATERPILLAR 3304 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 132 - CATERPILLAR 3306 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 59 - DEUTZ BA6L 1114 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 104 - FIAT IVECO 8061 SRI25 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 170 - DAEWOO 126 T12 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.272 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 169 - DAEWOO 126 T12 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.272 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 168 - DAEWOO 126 T12 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.272 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 131 - CATERPILLAR 3306 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 56 - DEUTZ BA6L 1114 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 54 - DEUTZ BA6L 1114 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 107 - FIAT IVECO 8061 SRI25 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 58 - DEUTZ BA6L 1114 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,LAGO ARGENTINO,SANTA CRUZ,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E610000036E84B6F7FDC51C0BFB67EFACFCC48C0,"{""type"":""Point"",""coordinates"":[-71.445278,-49.600097]}"
TERMROCA,CT ROCA SA,CENTRAL TERMICA ROCA,TERMICA,130,<br>Maquina: ROCATG01 | Tipo máquina: TURBO GAS | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 130 | Año de puesta en marcha: 1994 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,GENERAL ROCA,RIO NEGRO,CAMMESA,0101000020E61000002D3E05C078E650C0A4552DE9287943C0,"{""type"":""Point"",""coordinates"":[-67.60112,-38.946561]}"
PUERTO MORENO,COOPERATIVA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,5.376,<br>Maquina: FIAT | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.688 | Fecha de puesta en servicio: 1967-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: FIAT | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.688 | Fecha de puesta en servicio: 1970-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: MAN | Tipo Generación: DIESEL | Potencia Instalada (MW): 2 | Fecha de puesta en servicio: 1997-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,BARILOCHE,RIO NEGRO,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000A39410ACAADA51C0DFC2BAF1EE8E44C0,"{""type"":""Point"",""coordinates"":[-71.416667,-41.116667]}"
CERRO POLICIA,EDERSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.17,<br>Maquina: DEUTZ BF6L - 913 H722804 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.085 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: DEUTZ BF6L - 913 SL712586 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.085 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,EL CUY,RIO NEGRO,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E61000005342B0AA5E1F51C01ADEACC1FBDC43C0,"{""type"":""Point"",""coordinates"":[-68.490153,-39.726433]}"
EL BOLSON,EDERSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,11.695,<br>Maquina: CUMMINS - DI DQK 1618 | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.6 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: CUMMINS - GN QSV 21 | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.594 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: CUMMINS - DI DQK 1617 | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.6 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: CUMMINS - DI PBOX 1336 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.88 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: CUMMINS - GN QSV 14 | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.381 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: CAT - DI CAT - 3512B | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.97 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: CUMMINS - DI C1100 D5B | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.12 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: CUMMINS - GN QSV 20 | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.275 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: CUMMINS - GN QSV 07 | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.275 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,BARILOCHE,RIO NEGRO,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000AA2A3410CBE251C07A1B9B1DA9FA44C0,"{""type"":""Point"",""coordinates"":[-71.543644,-41.958286]}"
EL CAIN,EDERSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.11,<br>Maquina: DEUTZ F6L - 913 H615971 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.055 | Fecha de puesta en servicio: 2000-09-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: DEUTZ F6L - 913 H615971 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.055 | Fecha de puesta en servicio: 2000-09-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,25 DE MAYO,RIO NEGRO,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000807EDFBF791651C05E30B8E68EEA44C0,"{""type"":""Point"",""coordinates"":[-68.351181,-41.832486]}"
EL CUY,EDERSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.318,<br>Maquina: DEUTZ BF6M 1013 - FC 6HC800596 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.162 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: DEUTZ BF6M 1013 - FC 6HC800083  | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.156 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,EL CUY,RIO NEGRO,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E61000002385B2F0F51551C07CF2B0506BF643C0,"{""type"":""Point"",""coordinates"":[-68.343136,-39.92515]}"
LA MOSCA,EDERSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.57,<br>Maquina: SCANIA DSC 1143 A201 - 2038489 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.238 | Fecha de puesta en servicio: 2000-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: SCANIA GEIS 390 - 3108706 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.332 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,BARILOCHE,RIO NEGRO,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000075F984C15E051C0E9D2BF2495C944C0,"{""type"":""Point"",""coordinates"":[-71.5013,-41.574864]}"
LOS MENUCOS,EDERSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.16,<br>Maquina: SCANIA 8CL | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.16 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,25 DE MAYO,RIO NEGRO,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E610000021E4BCFF8F0551C0FE9E58A7CA6B44C0,"{""type"":""Point"",""coordinates"":[-68.086914,-40.842122]}"
MAQUINCHAO,EDERSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.731,<br>Maquina: SCANIA 6CL | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.238 | Fecha de puesta en servicio: 2004-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: CUMMINS 6CL | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.255 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: SCANIA 6CL | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.238 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,25 DE MAYO,RIO NEGRO,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000EDD286C3D22C51C0E048A0C1A6A044C0,"{""type"":""Point"",""coordinates"":[-68.700364,-41.255089]}"
MENCUE,EDERSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.051,<br>Maquina: DEUTZ 913 6CL | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.051 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,EL CUY,RIO NEGRO,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000295E656D536751C0EDD45C6E303644C0,"{""type"":""Point"",""coordinates"":[-69.614467,-40.423353]}"
BARILOCHE ENARS,CT BARILOCHE -SOENERGY,SOENERGY ARGENTINA S.A.,TERMICA,20,<br>Maquina: BARIDI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 20 | Año de puesta en marcha: 2011 | Año de ingreso al MEM: 2011-12-13,SIN DATOS DE LOCALIDAD,BARILOCHE,RIO NEGRO,CAMMESA,0101000020E6100000FE120A74DAD051C0383103192A9344C0,"{""type"":""Point"",""coordinates"":[-71.26333333,-41.14972222]}"
CIPOLLETI (ENAR,CT CIPOLLETI - AGGREKO,AGGREKO ARGENTINA S.R.L.,TERMICA,5,<br>Maquina: CIPODI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 5 | Año de puesta en marcha: 2009 | Año de ingreso al MEM: 2009-05-07,SIN DATOS DE LOCALIDAD,GENERAL ROCA,RIO NEGRO,CAMMESA,0101000020E610000089D72FB73FFC50C03059471BE87443C0,"{""type"":""Point"",""coordinates"":[-67.94138889,-38.91333333]}"
VILLA REGINA,CT VILLA REGINA - AGGREKO,AGGREKO ARGENTINA S.R.L.,TERMICA,5,<br>Maquina: VREGDI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 5 | Año de puesta en marcha: 2009 | Año de ingreso al MEM: 2009-04-30,SIN DATOS DE LOCALIDAD,GENERAL ROCA,RIO NEGRO,CAMMESA,0101000020E6100000959BC9B3A2C550C0383103192A8B43C0,"{""type"":""Point"",""coordinates"":[-67.08805556,-39.08722222]}"
PICHI P. LEUFU,PICHI PICUN LEUFU,PETROBRAS ARGENTINA SA,HIDRAULICA,285,<br>Maquina: PPLEHI02 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 95 | Año de puesta en marcha: 1999 | Año de ingreso al MEM: 1999-06-01<br>Maquina: PPLEHI01 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 95 | Año de puesta en marcha: 1999 | Año de ingreso al MEM: 1999-06-01<br>Maquina: PPLEHI03 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 95 | Año de puesta en marcha: 1999 | Año de ingreso al MEM: 1999-06-01,SIN DATOS DE LOCALIDAD,COLLON CURA,NEUQUEN,CAMMESA,0101000020E6100000BCB0355B797F51C02BD9B111880144C0,"{""type"":""Point"",""coordinates"":[-69.991782,-40.011965]}"
CT TIMBUES(GSMA,TERMOELE. JOSE SAN MARTIN S.A,FIDEICOMISO CENTRAL TIMBUES,TERMICA,865.1,<br>Maquina: TIMBTG02 | Tipo máquina: TURBO GAS | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 292.4 | Año de puesta en marcha: 2008 | Año de ingreso al MEM: 2008-08-21<br>Maquina: TIMBTV01 | Tipo máquina: TURBO VAPOR | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 280.3 | Año de puesta en marcha: 2010 | Año de ingreso al MEM: 2010-02-02<br>Maquina: TIMBTG01 | Tipo máquina: TURBO GAS | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 292.4 | Año de puesta en marcha: 2008 | Año de ingreso al MEM: 2008-06-25,SIN DATOS DE LOCALIDAD,SAN LORENZO,SANTA FE,CAMMESA,0101000020E6100000C1A8A44E40654EC0419E5DBEF54940C0,"{""type"":""Point"",""coordinates"":[-60.791025,-32.577812]}"
VENADO TUERTO,EPE SANTA FE GENERACION,EPE SANTA FE GENERACION,TERMICA,9.1,<br>Maquina: VTUEDI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 9.1 | Año de puesta en marcha: 2007 | Año de ingreso al MEM: 2007-05-24,SIN DATOS DE LOCALIDAD,GENERAL LOPEZ,SANTA FE,CAMMESA,0101000020E6100000CD599F724CFA4EC0EE3EC7478BE340C0,"{""type"":""Point"",""coordinates"":[-61.955458,-33.777688]}"
BRIGAD. LOPEZ,CT BRIGADIER LOPEZ - ENARSA,ENERGÍA ARGENTINA S.A.,TERMICA,280,<br>Maquina: BLOPTG01 | Tipo máquina: TURBO GAS | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 280 | Año de puesta en marcha: 2012 | Año de ingreso al MEM: 2012-08-30,SIN DATOS DE LOCALIDAD,LA CAPITAL,SANTA FE,CAMMESA,0101000020E61000009128B4ACFB634EC016DD7A4D0FB63FC0,"{""type"":""Point"",""coordinates"":[-60.781118,-31.711171]}"
CERES    ENARSA,CT CERES - SECCO,INDUSTRIAS JUAN F. SECCO S.A.,TERMICA,18,<br>Maquina: CEREDI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 18 | Año de puesta en marcha: 2012 | Año de ingreso al MEM: 2012-02-24,SIN DATOS DE LOCALIDAD,SAN CRISTOBAL,SANTA FE,CAMMESA,0101000020E6100000DCA1402301F74EC0F94B28D069E33DC0,"{""type"":""Point"",""coordinates"":[-61.92972222,-29.88833333]}"
RAFAELA,CT RAFAELA - SECCO,INDUSTRIAS JUAN F. SECCO S.A.,TERMICA,19.2,<br>Maquina: RAFADI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 19.2 | Año de puesta en marcha: 2009 | Año de ingreso al MEM: 2009-01-09,SIN DATOS DE LOCALIDAD,CASTELLANOS,SANTA FE,CAMMESA,0101000020E6100000A661F88898C24EC044DD0720B5413FC0,"{""type"":""Point"",""coordinates"":[-61.52028,-31.25667]}"
V. TUERTO DELIV,CT VENADO TUERTO - SECCO,INDUSTRIAS JUAN F. SECCO S.A.,TERMICA,19.2,<br>Maquina: VTUDDI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 19.2 | Año de puesta en marcha: 2008 | Año de ingreso al MEM: 2008-12-13,SIN DATOS DE LOCALIDAD,GENERAL LOPEZ,SANTA FE,CAMMESA,0101000020E610000064677EF36AFA4EC0D9A258B005E340C0,"{""type"":""Point"",""coordinates"":[-61.95638889,-33.77361111]}"
TOSTADO,EPESF,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,3.2,<br>Maquina: NUMERO INTERNO 330-CATERPILLAR 3512/GENERADOR N° 144-1753-2DM01206 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.8 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: NIUMERO INTERNO 123 - CATERPILLAR 3512/GENERADOR N° 2W9585 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.8 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: NUMERO INTERNO 391-CATERPILLAR 3512/GENERADOR N° 9YY0163-2DM008491 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.8 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: NUMERO INTERNO 328-CATERPILLAR 3512/GENERADOR N° 7C3538-5TD1652 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.8 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,9 DE JULIO,SANTA FE,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E61000000F643DB5FAE04EC02D5C5661333C3DC0,"{""type"":""Point"",""coordinates"":[-61.757651,-29.235159]}"
